genres,app_name,release_date,specs,price,early_access,sentiment,metascore,año,specs_encoded,genres_encoded,sentiment_code
Indie,Moebius: Empire Rising,2014-04-15,Single player,14.99,False,Mostly Positive,54,2014,32,3,6.0
Indie,Moebius: Empire Rising,2014-04-15, Steam Achievements,14.99,False,Mostly Positive,54,2014,19,3,6.0
Indie,Moebius: Empire Rising,2014-04-15, Steam Trading Cards,14.99,False,Mostly Positive,54,2014,22,3,6.0
Indie,Moebius: Empire Rising,2014-04-15, Captions available,14.99,False,Mostly Positive,54,2014,0,3,6.0
Indie,Moebius: Empire Rising,2014-04-15, Steam Cloud,14.99,False,Mostly Positive,54,2014,20,3,6.0
Action,Platformines,2014-03-28,Single player,9.99,False,Mostly Positive,67,2014,32,0,6.0
Action,Platformines,2014-03-28, Steam Achievements,9.99,False,Mostly Positive,67,2014,19,0,6.0
Action,Platformines,2014-03-28, Full controller support,9.99,False,Mostly Positive,67,2014,5,0,6.0
Action,Platformines,2014-03-28, Steam Trading Cards,9.99,False,Mostly Positive,67,2014,22,0,6.0
Action,Platformines,2014-03-28, Steam Leaderboards,9.99,False,Mostly Positive,67,2014,21,0,6.0
Indie,Platformines,2014-03-28,Single player,9.99,False,Mostly Positive,67,2014,32,3,6.0
Indie,Platformines,2014-03-28, Steam Achievements,9.99,False,Mostly Positive,67,2014,19,3,6.0
Indie,Platformines,2014-03-28, Full controller support,9.99,False,Mostly Positive,67,2014,5,3,6.0
Indie,Platformines,2014-03-28, Steam Trading Cards,9.99,False,Mostly Positive,67,2014,22,3,6.0
Indie,Platformines,2014-03-28, Steam Leaderboards,9.99,False,Mostly Positive,67,2014,21,3,6.0
Casual,Goat Simulator,2014-04-01,Single player,9.99,False,Very Positive,62,2014,32,2,7.0
Casual,Goat Simulator,2014-04-01, Shared/Split Screen,9.99,False,Very Positive,62,2014,17,2,7.0
Casual,Goat Simulator,2014-04-01, Steam Achievements,9.99,False,Very Positive,62,2014,19,2,7.0
Casual,Goat Simulator,2014-04-01, Full controller support,9.99,False,Very Positive,62,2014,5,2,7.0
Casual,Goat Simulator,2014-04-01, Steam Trading Cards,9.99,False,Very Positive,62,2014,22,2,7.0
Casual,Goat Simulator,2014-04-01, Steam Workshop,9.99,False,Very Positive,62,2014,24,2,7.0
Casual,Goat Simulator,2014-04-01, Steam Cloud,9.99,False,Very Positive,62,2014,20,2,7.0
Casual,Goat Simulator,2014-04-01, Steam Leaderboards,9.99,False,Very Positive,62,2014,21,2,7.0
Casual,Goat Simulator,2014-04-01, Includes level editor,9.99,False,Very Positive,62,2014,9,2,7.0
Indie,Goat Simulator,2014-04-01,Single player,9.99,False,Very Positive,62,2014,32,3,7.0
Indie,Goat Simulator,2014-04-01, Shared/Split Screen,9.99,False,Very Positive,62,2014,17,3,7.0
Indie,Goat Simulator,2014-04-01, Steam Achievements,9.99,False,Very Positive,62,2014,19,3,7.0
Indie,Goat Simulator,2014-04-01, Full controller support,9.99,False,Very Positive,62,2014,5,3,7.0
Indie,Goat Simulator,2014-04-01, Steam Trading Cards,9.99,False,Very Positive,62,2014,22,3,7.0
Indie,Goat Simulator,2014-04-01, Steam Workshop,9.99,False,Very Positive,62,2014,24,3,7.0
Indie,Goat Simulator,2014-04-01, Steam Cloud,9.99,False,Very Positive,62,2014,20,3,7.0
Indie,Goat Simulator,2014-04-01, Steam Leaderboards,9.99,False,Very Positive,62,2014,21,3,7.0
Indie,Goat Simulator,2014-04-01, Includes level editor,9.99,False,Very Positive,62,2014,9,3,7.0
Simulation,Goat Simulator,2014-04-01,Single player,9.99,False,Very Positive,62,2014,32,6,7.0
Simulation,Goat Simulator,2014-04-01, Shared/Split Screen,9.99,False,Very Positive,62,2014,17,6,7.0
Simulation,Goat Simulator,2014-04-01, Steam Achievements,9.99,False,Very Positive,62,2014,19,6,7.0
Simulation,Goat Simulator,2014-04-01, Full controller support,9.99,False,Very Positive,62,2014,5,6,7.0
Simulation,Goat Simulator,2014-04-01, Steam Trading Cards,9.99,False,Very Positive,62,2014,22,6,7.0
Simulation,Goat Simulator,2014-04-01, Steam Workshop,9.99,False,Very Positive,62,2014,24,6,7.0
Simulation,Goat Simulator,2014-04-01, Steam Cloud,9.99,False,Very Positive,62,2014,20,6,7.0
Simulation,Goat Simulator,2014-04-01, Steam Leaderboards,9.99,False,Very Positive,62,2014,21,6,7.0
Simulation,Goat Simulator,2014-04-01, Includes level editor,9.99,False,Very Positive,62,2014,9,6,7.0
Adventure,Gray Matter,2014-04-01,Single player,9.99,False,Very Positive,72,2014,32,1,7.0
Adventure,Gray Matter,2014-04-01, Steam Trading Cards,9.99,False,Very Positive,72,2014,22,1,7.0
Casual,Gray Matter,2014-04-01,Single player,9.99,False,Very Positive,72,2014,32,2,7.0
Casual,Gray Matter,2014-04-01, Steam Trading Cards,9.99,False,Very Positive,72,2014,22,2,7.0
Action,Escape Goat 2,2014-03-24,Single player,9.99,False,Very Positive,76,2014,32,0,7.0
Action,Escape Goat 2,2014-03-24, Steam Achievements,9.99,False,Very Positive,76,2014,19,0,7.0
Action,Escape Goat 2,2014-03-24, Full controller support,9.99,False,Very Positive,76,2014,5,0,7.0
Action,Escape Goat 2,2014-03-24, Steam Trading Cards,9.99,False,Very Positive,76,2014,22,0,7.0
Action,Escape Goat 2,2014-03-24, Steam Workshop,9.99,False,Very Positive,76,2014,24,0,7.0
Action,Escape Goat 2,2014-03-24, Steam Cloud,9.99,False,Very Positive,76,2014,20,0,7.0
Action,Escape Goat 2,2014-03-24, Includes level editor,9.99,False,Very Positive,76,2014,9,0,7.0
Casual,Escape Goat 2,2014-03-24,Single player,9.99,False,Very Positive,76,2014,32,2,7.0
Casual,Escape Goat 2,2014-03-24, Steam Achievements,9.99,False,Very Positive,76,2014,19,2,7.0
Casual,Escape Goat 2,2014-03-24, Full controller support,9.99,False,Very Positive,76,2014,5,2,7.0
Casual,Escape Goat 2,2014-03-24, Steam Trading Cards,9.99,False,Very Positive,76,2014,22,2,7.0
Casual,Escape Goat 2,2014-03-24, Steam Workshop,9.99,False,Very Positive,76,2014,24,2,7.0
Casual,Escape Goat 2,2014-03-24, Steam Cloud,9.99,False,Very Positive,76,2014,20,2,7.0
Casual,Escape Goat 2,2014-03-24, Includes level editor,9.99,False,Very Positive,76,2014,9,2,7.0
Indie,Escape Goat 2,2014-03-24,Single player,9.99,False,Very Positive,76,2014,32,3,7.0
Indie,Escape Goat 2,2014-03-24, Steam Achievements,9.99,False,Very Positive,76,2014,19,3,7.0
Indie,Escape Goat 2,2014-03-24, Full controller support,9.99,False,Very Positive,76,2014,5,3,7.0
Indie,Escape Goat 2,2014-03-24, Steam Trading Cards,9.99,False,Very Positive,76,2014,22,3,7.0
Indie,Escape Goat 2,2014-03-24, Steam Workshop,9.99,False,Very Positive,76,2014,24,3,7.0
Indie,Escape Goat 2,2014-03-24, Steam Cloud,9.99,False,Very Positive,76,2014,20,3,7.0
Indie,Escape Goat 2,2014-03-24, Includes level editor,9.99,False,Very Positive,76,2014,9,3,7.0
Action,YAIBA: NINJA GAIDEN Z,2014-03-21,Single player,29.99,False,Mostly Positive,49,2014,32,0,6.0
Action,YAIBA: NINJA GAIDEN Z,2014-03-21, Steam Achievements,29.99,False,Mostly Positive,49,2014,19,0,6.0
Action,YAIBA: NINJA GAIDEN Z,2014-03-21, Steam Leaderboards,29.99,False,Mostly Positive,49,2014,21,0,6.0
Adventure,YAIBA: NINJA GAIDEN Z,2014-03-21,Single player,29.99,False,Mostly Positive,49,2014,32,1,6.0
Adventure,YAIBA: NINJA GAIDEN Z,2014-03-21, Steam Achievements,29.99,False,Mostly Positive,49,2014,19,1,6.0
Adventure,YAIBA: NINJA GAIDEN Z,2014-03-21, Steam Leaderboards,29.99,False,Mostly Positive,49,2014,21,1,6.0
RPG,Expansion - Crusader Kings II: Rajas of India,2014-03-25,Single player,14.99,False,Mixed,80,2014,32,4,4.0
RPG,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Multi player,14.99,False,Mixed,80,2014,13,4,4.0
RPG,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Downloadable Content,14.99,False,Mixed,80,2014,4,4,4.0
RPG,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Steam Trading Cards,14.99,False,Mixed,80,2014,22,4,4.0
Simulation,Expansion - Crusader Kings II: Rajas of India,2014-03-25,Single player,14.99,False,Mixed,80,2014,32,6,4.0
Simulation,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Multi player,14.99,False,Mixed,80,2014,13,6,4.0
Simulation,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Downloadable Content,14.99,False,Mixed,80,2014,4,6,4.0
Simulation,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Steam Trading Cards,14.99,False,Mixed,80,2014,22,6,4.0
Strategy,Expansion - Crusader Kings II: Rajas of India,2014-03-25,Single player,14.99,False,Mixed,80,2014,32,8,4.0
Strategy,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Multi player,14.99,False,Mixed,80,2014,13,8,4.0
Strategy,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Downloadable Content,14.99,False,Mixed,80,2014,4,8,4.0
Strategy,Expansion - Crusader Kings II: Rajas of India,2014-03-25, Steam Trading Cards,14.99,False,Mixed,80,2014,22,8,4.0
Action,Ubersoldier II,2008-07-22,Single player,9.99,False,Mostly Positive,62,2008,32,0,6.0
Action,Call of Duty®: Ghosts,2014-03-25,Single player,59.99,False,Mixed,68,2014,32,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Multi player,59.99,False,Mixed,68,2014,13,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Steam Achievements,59.99,False,Mixed,68,2014,19,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Full controller support,59.99,False,Mixed,68,2014,5,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Steam Cloud,59.99,False,Mixed,68,2014,20,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Valve Anti Cheat enabled,59.99,False,Mixed,68,2014,25,0,4.0
Action,Call of Duty®: Ghosts,2014-03-25, Steam Leaderboards,59.99,False,Mixed,68,2014,21,0,4.0
Adventure,Ether One,2014-03-25,Single player,19.99,False,Mostly Positive,82,2014,32,1,6.0
Adventure,Ether One,2014-03-25, Steam Achievements,19.99,False,Mostly Positive,82,2014,19,1,6.0
Adventure,Ether One,2014-03-25, Full controller support,19.99,False,Mostly Positive,82,2014,5,1,6.0
Adventure,Ether One,2014-03-25, Steam Trading Cards,19.99,False,Mostly Positive,82,2014,22,1,6.0
Indie,Ether One,2014-03-25,Single player,19.99,False,Mostly Positive,82,2014,32,3,6.0
Indie,Ether One,2014-03-25, Steam Achievements,19.99,False,Mostly Positive,82,2014,19,3,6.0
Indie,Ether One,2014-03-25, Full controller support,19.99,False,Mostly Positive,82,2014,5,3,6.0
Indie,Ether One,2014-03-25, Steam Trading Cards,19.99,False,Mostly Positive,82,2014,22,3,6.0
Strategy,Panzer Corps,2011-07-10,Single player,19.99,False,Very Positive,80,2011,32,8,7.0
Strategy,Panzer Corps,2011-07-10, Multi player,19.99,False,Very Positive,80,2011,13,8,7.0
Strategy,Panzer Corps,2011-07-10, Cross Platform Multiplayer,19.99,False,Very Positive,80,2011,3,8,7.0
Strategy,Panzer Corps,2011-07-10, Steam Achievements,19.99,False,Very Positive,80,2011,19,8,7.0
Strategy,Panzer Corps,2011-07-10, Includes level editor,19.99,False,Very Positive,80,2011,9,8,7.0
Action,10 Second Ninja,2014-03-05,Single player,1.99,False,Very Positive,72,2014,32,0,7.0
Action,10 Second Ninja,2014-03-05, Steam Achievements,1.99,False,Very Positive,72,2014,19,0,7.0
Action,10 Second Ninja,2014-03-05, Steam Trading Cards,1.99,False,Very Positive,72,2014,22,0,7.0
Action,10 Second Ninja,2014-03-05, Partial Controller Support,1.99,False,Very Positive,72,2014,16,0,7.0
Action,10 Second Ninja,2014-03-05, Steam Cloud,1.99,False,Very Positive,72,2014,20,0,7.0
Action,10 Second Ninja,2014-03-05, Steam Leaderboards,1.99,False,Very Positive,72,2014,21,0,7.0
Indie,10 Second Ninja,2014-03-05,Single player,1.99,False,Very Positive,72,2014,32,3,7.0
Indie,10 Second Ninja,2014-03-05, Steam Achievements,1.99,False,Very Positive,72,2014,19,3,7.0
Indie,10 Second Ninja,2014-03-05, Steam Trading Cards,1.99,False,Very Positive,72,2014,22,3,7.0
Indie,10 Second Ninja,2014-03-05, Partial Controller Support,1.99,False,Very Positive,72,2014,16,3,7.0
Indie,10 Second Ninja,2014-03-05, Steam Cloud,1.99,False,Very Positive,72,2014,20,3,7.0
Indie,10 Second Ninja,2014-03-05, Steam Leaderboards,1.99,False,Very Positive,72,2014,21,3,7.0
Action,Nosferatu: The Wrath of Malachi,2003-10-21,Single player,9.99,False,Very Positive,70,2003,32,0,7.0
Action,Nosferatu: The Wrath of Malachi,2003-10-21, Steam Trading Cards,9.99,False,Very Positive,70,2003,22,0,7.0
Action,Nosferatu: The Wrath of Malachi,2003-10-21, Steam Cloud,9.99,False,Very Positive,70,2003,20,0,7.0
Adventure,Nosferatu: The Wrath of Malachi,2003-10-21,Single player,9.99,False,Very Positive,70,2003,32,1,7.0
Adventure,Nosferatu: The Wrath of Malachi,2003-10-21, Steam Trading Cards,9.99,False,Very Positive,70,2003,22,1,7.0
Adventure,Nosferatu: The Wrath of Malachi,2003-10-21, Steam Cloud,9.99,False,Very Positive,70,2003,20,1,7.0
Action,Incoming Forces,2002-09-24,Single player,9.99,False,Mostly Positive,67,2002,32,0,6.0
Action,Incoming Forces,2002-09-24, Steam Trading Cards,9.99,False,Mostly Positive,67,2002,22,0,6.0
Action,Incoming Forces,2002-09-24, Partial Controller Support,9.99,False,Mostly Positive,67,2002,16,0,6.0
Adventure,Year Walk,2014-03-06,Single player,5.99,False,Very Positive,87,2014,32,1,7.0
Adventure,Year Walk,2014-03-06, Steam Achievements,5.99,False,Very Positive,87,2014,19,1,7.0
Indie,Year Walk,2014-03-06,Single player,5.99,False,Very Positive,87,2014,32,3,7.0
Indie,Year Walk,2014-03-06, Steam Achievements,5.99,False,Very Positive,87,2014,19,3,7.0
Action,Infested Planet,2014-03-06,Single player,14.99,False,Very Positive,75,2014,32,0,7.0
Action,Infested Planet,2014-03-06, Steam Achievements,14.99,False,Very Positive,75,2014,19,0,7.0
Action,Infested Planet,2014-03-06, Steam Trading Cards,14.99,False,Very Positive,75,2014,22,0,7.0
Action,Infested Planet,2014-03-06, Steam Cloud,14.99,False,Very Positive,75,2014,20,0,7.0
Action,Infested Planet,2014-03-06, Steam Leaderboards,14.99,False,Very Positive,75,2014,21,0,7.0
Indie,Infested Planet,2014-03-06,Single player,14.99,False,Very Positive,75,2014,32,3,7.0
Indie,Infested Planet,2014-03-06, Steam Achievements,14.99,False,Very Positive,75,2014,19,3,7.0
Indie,Infested Planet,2014-03-06, Steam Trading Cards,14.99,False,Very Positive,75,2014,22,3,7.0
Indie,Infested Planet,2014-03-06, Steam Cloud,14.99,False,Very Positive,75,2014,20,3,7.0
Indie,Infested Planet,2014-03-06, Steam Leaderboards,14.99,False,Very Positive,75,2014,21,3,7.0
Strategy,Infested Planet,2014-03-06,Single player,14.99,False,Very Positive,75,2014,32,8,7.0
Strategy,Infested Planet,2014-03-06, Steam Achievements,14.99,False,Very Positive,75,2014,19,8,7.0
Strategy,Infested Planet,2014-03-06, Steam Trading Cards,14.99,False,Very Positive,75,2014,22,8,7.0
Strategy,Infested Planet,2014-03-06, Steam Cloud,14.99,False,Very Positive,75,2014,20,8,7.0
Strategy,Infested Planet,2014-03-06, Steam Leaderboards,14.99,False,Very Positive,75,2014,21,8,7.0
Action,Summoner,2001-03-19,Single player,4.99,False,Very Positive,78,2001,32,0,7.0
RPG,Summoner,2001-03-19,Single player,4.99,False,Very Positive,78,2001,32,4,7.0
Action,Dragons and Titans,2014-03-12,Single player,0.0,False,Mostly Positive,43,2014,32,0,6.0
Action,Dragons and Titans,2014-03-12, Multi player,0.0,False,Mostly Positive,43,2014,13,0,6.0
Action,Dragons and Titans,2014-03-12, Co op,0.0,False,Mostly Positive,43,2014,1,0,6.0
Action,Dragons and Titans,2014-03-12, Cross Platform Multiplayer,0.0,False,Mostly Positive,43,2014,3,0,6.0
Action,Dragons and Titans,2014-03-12, Steam Achievements,0.0,False,Mostly Positive,43,2014,19,0,6.0
Action,Dragons and Titans,2014-03-12, Steam Trading Cards,0.0,False,Mostly Positive,43,2014,22,0,6.0
Action,Dragons and Titans,2014-03-12, Partial Controller Support,0.0,False,Mostly Positive,43,2014,16,0,6.0
Adventure,Dragons and Titans,2014-03-12,Single player,0.0,False,Mostly Positive,43,2014,32,1,6.0
Adventure,Dragons and Titans,2014-03-12, Multi player,0.0,False,Mostly Positive,43,2014,13,1,6.0
Adventure,Dragons and Titans,2014-03-12, Co op,0.0,False,Mostly Positive,43,2014,1,1,6.0
Adventure,Dragons and Titans,2014-03-12, Cross Platform Multiplayer,0.0,False,Mostly Positive,43,2014,3,1,6.0
Adventure,Dragons and Titans,2014-03-12, Steam Achievements,0.0,False,Mostly Positive,43,2014,19,1,6.0
Adventure,Dragons and Titans,2014-03-12, Steam Trading Cards,0.0,False,Mostly Positive,43,2014,22,1,6.0
Adventure,Dragons and Titans,2014-03-12, Partial Controller Support,0.0,False,Mostly Positive,43,2014,16,1,6.0
nan,Dragons and Titans,2014-03-12,Single player,0.0,False,Mostly Positive,43,2014,32,9,6.0
nan,Dragons and Titans,2014-03-12, Multi player,0.0,False,Mostly Positive,43,2014,13,9,6.0
nan,Dragons and Titans,2014-03-12, Co op,0.0,False,Mostly Positive,43,2014,1,9,6.0
nan,Dragons and Titans,2014-03-12, Cross Platform Multiplayer,0.0,False,Mostly Positive,43,2014,3,9,6.0
nan,Dragons and Titans,2014-03-12, Steam Achievements,0.0,False,Mostly Positive,43,2014,19,9,6.0
nan,Dragons and Titans,2014-03-12, Steam Trading Cards,0.0,False,Mostly Positive,43,2014,22,9,6.0
nan,Dragons and Titans,2014-03-12, Partial Controller Support,0.0,False,Mostly Positive,43,2014,16,9,6.0
Indie,Dragons and Titans,2014-03-12,Single player,0.0,False,Mostly Positive,43,2014,32,3,6.0
Indie,Dragons and Titans,2014-03-12, Multi player,0.0,False,Mostly Positive,43,2014,13,3,6.0
Indie,Dragons and Titans,2014-03-12, Co op,0.0,False,Mostly Positive,43,2014,1,3,6.0
Indie,Dragons and Titans,2014-03-12, Cross Platform Multiplayer,0.0,False,Mostly Positive,43,2014,3,3,6.0
Indie,Dragons and Titans,2014-03-12, Steam Achievements,0.0,False,Mostly Positive,43,2014,19,3,6.0
Indie,Dragons and Titans,2014-03-12, Steam Trading Cards,0.0,False,Mostly Positive,43,2014,22,3,6.0
Indie,Dragons and Titans,2014-03-12, Partial Controller Support,0.0,False,Mostly Positive,43,2014,16,3,6.0
RPG,Dragons and Titans,2014-03-12,Single player,0.0,False,Mostly Positive,43,2014,32,4,6.0
RPG,Dragons and Titans,2014-03-12, Multi player,0.0,False,Mostly Positive,43,2014,13,4,6.0
RPG,Dragons and Titans,2014-03-12, Co op,0.0,False,Mostly Positive,43,2014,1,4,6.0
RPG,Dragons and Titans,2014-03-12, Cross Platform Multiplayer,0.0,False,Mostly Positive,43,2014,3,4,6.0
RPG,Dragons and Titans,2014-03-12, Steam Achievements,0.0,False,Mostly Positive,43,2014,19,4,6.0
RPG,Dragons and Titans,2014-03-12, Steam Trading Cards,0.0,False,Mostly Positive,43,2014,22,4,6.0
RPG,Dragons and Titans,2014-03-12, Partial Controller Support,0.0,False,Mostly Positive,43,2014,16,4,6.0
RPG,Soulbringer,2000-06-30,Single player,9.99,False,Mostly Positive,70,2000,32,4,6.0
Action,Obscure,2005-04-06,Single player,6.99,False,Very Positive,63,2005,32,0,7.0
Action,Obscure,2005-04-06, Shared/Split Screen,6.99,False,Very Positive,63,2005,17,0,7.0
Action,Obscure,2005-04-06, Steam Achievements,6.99,False,Very Positive,63,2005,19,0,7.0
Action,Obscure,2005-04-06, Partial Controller Support,6.99,False,Very Positive,63,2005,16,0,7.0
Action,Obscure,2005-04-06, Steam Cloud,6.99,False,Very Positive,63,2005,20,0,7.0
Adventure,Obscure,2005-04-06,Single player,6.99,False,Very Positive,63,2005,32,1,7.0
Adventure,Obscure,2005-04-06, Shared/Split Screen,6.99,False,Very Positive,63,2005,17,1,7.0
Adventure,Obscure,2005-04-06, Steam Achievements,6.99,False,Very Positive,63,2005,19,1,7.0
Adventure,Obscure,2005-04-06, Partial Controller Support,6.99,False,Very Positive,63,2005,16,1,7.0
Adventure,Obscure,2005-04-06, Steam Cloud,6.99,False,Very Positive,63,2005,20,1,7.0
Action,Obscure II (Obscure: The Aftermath),2008-03-25,Single player,9.99,False,Mostly Positive,59,2008,32,0,6.0
Action,Obscure II (Obscure: The Aftermath),2008-03-25, Shared/Split Screen,9.99,False,Mostly Positive,59,2008,17,0,6.0
Action,Obscure II (Obscure: The Aftermath),2008-03-25, Steam Achievements,9.99,False,Mostly Positive,59,2008,19,0,6.0
Action,Obscure II (Obscure: The Aftermath),2008-03-25, Partial Controller Support,9.99,False,Mostly Positive,59,2008,16,0,6.0
Action,Obscure II (Obscure: The Aftermath),2008-03-25, Steam Cloud,9.99,False,Mostly Positive,59,2008,20,0,6.0
Adventure,Obscure II (Obscure: The Aftermath),2008-03-25,Single player,9.99,False,Mostly Positive,59,2008,32,1,6.0
Adventure,Obscure II (Obscure: The Aftermath),2008-03-25, Shared/Split Screen,9.99,False,Mostly Positive,59,2008,17,1,6.0
Adventure,Obscure II (Obscure: The Aftermath),2008-03-25, Steam Achievements,9.99,False,Mostly Positive,59,2008,19,1,6.0
Adventure,Obscure II (Obscure: The Aftermath),2008-03-25, Partial Controller Support,9.99,False,Mostly Positive,59,2008,16,1,6.0
Adventure,Obscure II (Obscure: The Aftermath),2008-03-25, Steam Cloud,9.99,False,Mostly Positive,59,2008,20,1,6.0
Action,resident evil 4 / biohazard 4,2014-02-27,Single player,19.99,False,Very Positive,79,2014,32,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Steam Achievements,19.99,False,Very Positive,79,2014,19,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Full controller support,19.99,False,Very Positive,79,2014,5,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Steam Trading Cards,19.99,False,Very Positive,79,2014,22,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Captions available,19.99,False,Very Positive,79,2014,0,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Steam Cloud,19.99,False,Very Positive,79,2014,20,0,7.0
Action,resident evil 4 / biohazard 4,2014-02-27, Steam Leaderboards,19.99,False,Very Positive,79,2014,21,0,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27,Single player,19.99,False,Very Positive,79,2014,32,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Steam Achievements,19.99,False,Very Positive,79,2014,19,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Full controller support,19.99,False,Very Positive,79,2014,5,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Steam Trading Cards,19.99,False,Very Positive,79,2014,22,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Captions available,19.99,False,Very Positive,79,2014,0,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Steam Cloud,19.99,False,Very Positive,79,2014,20,1,7.0
Adventure,resident evil 4 / biohazard 4,2014-02-27, Steam Leaderboards,19.99,False,Very Positive,79,2014,21,1,7.0
Action,Thief,2014-02-27,Single player,29.99,False,Mostly Positive,70,2014,32,0,6.0
Action,Thief,2014-02-27, Steam Achievements,29.99,False,Mostly Positive,70,2014,19,0,6.0
Action,Thief,2014-02-27, Full controller support,29.99,False,Mostly Positive,70,2014,5,0,6.0
Action,Thief,2014-02-27, Steam Trading Cards,29.99,False,Mostly Positive,70,2014,22,0,6.0
Action,Thief,2014-02-27, Steam Cloud,29.99,False,Mostly Positive,70,2014,20,0,6.0
Action,Thief,2014-02-27, Steam Leaderboards,29.99,False,Mostly Positive,70,2014,21,0,6.0
Adventure,Thief,2014-02-27,Single player,29.99,False,Mostly Positive,70,2014,32,1,6.0
Adventure,Thief,2014-02-27, Steam Achievements,29.99,False,Mostly Positive,70,2014,19,1,6.0
Adventure,Thief,2014-02-27, Full controller support,29.99,False,Mostly Positive,70,2014,5,1,6.0
Adventure,Thief,2014-02-27, Steam Trading Cards,29.99,False,Mostly Positive,70,2014,22,1,6.0
Adventure,Thief,2014-02-27, Steam Cloud,29.99,False,Mostly Positive,70,2014,20,1,6.0
Adventure,Thief,2014-02-27, Steam Leaderboards,29.99,False,Mostly Positive,70,2014,21,1,6.0
Action,Line Of Defense Tactics - Tactical Advantage,2014-03-17,Single player,9.99,False,Few Reviews,47,2014,32,0,0.0
Indie,Line Of Defense Tactics - Tactical Advantage,2014-03-17,Single player,9.99,False,Few Reviews,47,2014,32,3,0.0
RPG,Line Of Defense Tactics - Tactical Advantage,2014-03-17,Single player,9.99,False,Few Reviews,47,2014,32,4,0.0
Strategy,Line Of Defense Tactics - Tactical Advantage,2014-03-17,Single player,9.99,False,Few Reviews,47,2014,32,8,0.0
Action,Tower of Guns,2014-03-04,Single player,14.99,False,Very Positive,76,2014,32,0,7.0
Action,Tower of Guns,2014-03-04, Steam Achievements,14.99,False,Very Positive,76,2014,19,0,7.0
Action,Tower of Guns,2014-03-04, Steam Trading Cards,14.99,False,Very Positive,76,2014,22,0,7.0
Action,Tower of Guns,2014-03-04, Partial Controller Support,14.99,False,Very Positive,76,2014,16,0,7.0
Action,Tower of Guns,2014-03-04, Steam Cloud,14.99,False,Very Positive,76,2014,20,0,7.0
Indie,Tower of Guns,2014-03-04,Single player,14.99,False,Very Positive,76,2014,32,3,7.0
Indie,Tower of Guns,2014-03-04, Steam Achievements,14.99,False,Very Positive,76,2014,19,3,7.0
Indie,Tower of Guns,2014-03-04, Steam Trading Cards,14.99,False,Very Positive,76,2014,22,3,7.0
Indie,Tower of Guns,2014-03-04, Partial Controller Support,14.99,False,Very Positive,76,2014,16,3,7.0
Indie,Tower of Guns,2014-03-04, Steam Cloud,14.99,False,Very Positive,76,2014,20,3,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19,Single player,14.99,False,Very Positive,78,2014,32,0,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Achievements,14.99,False,Very Positive,78,2014,19,0,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19, Full controller support,14.99,False,Very Positive,78,2014,5,0,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Trading Cards,14.99,False,Very Positive,78,2014,22,0,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Cloud,14.99,False,Very Positive,78,2014,20,0,7.0
Action,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Leaderboards,14.99,False,Very Positive,78,2014,21,0,7.0
Adventure,STRIDER™ / ストライダー飛竜®,2014-02-19,Single player,14.99,False,Very Positive,78,2014,32,1,7.0
Adventure,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Achievements,14.99,False,Very Positive,78,2014,19,1,7.0
Adventure,STRIDER™ / ストライダー飛竜®,2014-02-19, Full controller support,14.99,False,Very Positive,78,2014,5,1,7.0
Adventure,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Trading Cards,14.99,False,Very Positive,78,2014,22,1,7.0
Adventure,STRIDER™ / ストライダー飛竜®,2014-02-19, Steam Cloud,14.99,False,Very Positive,78,2014,20,1,7.0
